"county","gender","race","year","y","n","NAME"
23,1,2,1984,1,343,"Fairfield"
23,1,2,1985,0,344,"Fairfield"
23,1,2,1986,0,357,"Fairfield"
23,1,2,1987,0,377,"Fairfield"
23,1,2,1988,1,382,"Fairfield"
23,2,1,1968,6,35656,"Fairfield"
23,2,1,1969,5,36413,"Fairfield"
23,2,1,1970,2,37091,"Fairfield"
23,2,1,1971,3,38035,"Fairfield"
23,2,1,1972,10,38671,"Fairfield"
23,2,1,1973,6,39975,"Fairfield"
23,2,1,1974,11,41174,"Fairfield"
23,2,1,1975,8,42389,"Fairfield"
23,2,1,1976,6,43166,"Fairfield"
23,2,1,1977,12,43714,"Fairfield"
23,2,1,1978,7,44926,"Fairfield"
23,2,1,1979,11,46288,"Fairfield"
23,2,1,1980,9,47499,"Fairfield"
23,2,1,1981,8,48194,"Fairfield"
23,2,1,1982,13,48253,"Fairfield"
23,2,1,1983,13,47982,"Fairfield"
23,2,1,1984,7,48150,"Fairfield"
23,2,1,1985,16,48520,"Fairfield"
23,2,1,1986,14,49243,"Fairfield"
23,2,1,1987,19,50038,"Fairfield"
23,2,1,1988,13,50615,"Fairfield"
23,2,2,1968,0,200,"Fairfield"
23,2,2,1969,0,178,"Fairfield"
23,2,2,1970,0,174,"Fairfield"
23,2,2,1971,0,156,"Fairfield"
23,2,2,1972,0,143,"Fairfield"
23,2,2,1973,0,141,"Fairfield"
23,2,2,1974,0,122,"Fairfield"
23,2,2,1975,0,114,"Fairfield"
23,2,2,1976,0,159,"Fairfield"
23,2,2,1977,0,206,"Fairfield"
23,2,2,1978,0,255,"Fairfield"
23,2,2,1979,0,287,"Fairfield"
23,2,2,1980,0,324,"Fairfield"
23,2,2,1981,0,346,"Fairfield"
23,2,2,1982,0,354,"Fairfield"
23,2,2,1983,0,347,"Fairfield"
23,2,2,1984,0,352,"Fairfield"
23,2,2,1985,0,365,"Fairfield"
23,2,2,1986,0,381,"Fairfield"
23,2,2,1987,0,403,"Fairfield"
23,2,2,1988,0,417,"Fairfield"
24,1,1,1968,4,11660,"Fayette"
24,1,1,1969,3,11821,"Fayette"
24,1,1,1970,9,11949,"Fayette"
24,1,1,1971,10,12224,"Fayette"
24,1,1,1972,10,12638,"Fayette"
24,1,1,1973,14,12546,"Fayette"
24,1,1,1974,9,12584,"Fayette"
24,1,1,1975,6,12562,"Fayette"
24,1,1,1976,9,12700,"Fayette"
24,1,1,1977,9,12795,"Fayette"
24,1,1,1978,7,12706,"Fayette"
24,1,1,1979,10,12916,"Fayette"
24,1,1,1980,10,12850,"Fayette"
24,1,1,1981,17,12805,"Fayette"
24,1,1,1982,11,12825,"Fayette"
24,1,1,1983,14,12933,"Fayette"
24,1,1,1984,11,12908,"Fayette"
24,1,1,1985,13,12897,"Fayette"
24,1,1,1986,15,12864,"Fayette"
24,1,1,1987,11,12928,"Fayette"
24,1,1,1988,12,12987,"Fayette"
24,1,2,1968,0,355,"Fayette"
24,1,2,1969,0,353,"Fayette"
24,1,2,1970,0,364,"Fayette"
24,1,2,1971,0,361,"Fayette"
24,1,2,1972,0,374,"Fayette"
24,1,2,1973,0,390,"Fayette"
24,1,2,1974,0,374,"Fayette"
24,1,2,1975,0,381,"Fayette"
24,1,2,1976,0,388,"Fayette"
24,1,2,1977,0,389,"Fayette"
24,1,2,1978,0,392,"Fayette"
24,1,2,1979,1,404,"Fayette"
24,1,2,1980,0,401,"Fayette"
24,1,2,1981,1,404,"Fayette"
24,1,2,1982,0,416,"Fayette"
24,1,2,1983,0,423,"Fayette"
24,1,2,1984,1,426,"Fayette"
24,1,2,1985,0,431,"Fayette"
24,1,2,1986,0,434,"Fayette"
24,1,2,1987,0,440,"Fayette"
24,1,2,1988,1,442,"Fayette"
24,2,1,1968,2,12496,"Fayette"
24,2,1,1969,0,12656,"Fayette"
24,2,1,1970,3,12749,"Fayette"
24,2,1,1971,2,12982,"Fayette"
24,2,1,1972,0,13386,"Fayette"
24,2,1,1973,2,13292,"Fayette"
24,2,1,1974,2,13364,"Fayette"
24,2,1,1975,1,13307,"Fayette"
24,2,1,1976,2,13502,"Fayette"
24,2,1,1977,1,13565,"Fayette"
24,2,1,1978,6,13545,"Fayette"
24,2,1,1979,4,13737,"Fayette"
24,2,1,1980,4,13674,"Fayette"
24,2,1,1981,4,13630,"Fayette"
24,2,1,1982,4,13671,"Fayette"
24,2,1,1983,1,13771,"Fayette"
24,2,1,1984,2,13709,"Fayette"
24,2,1,1985,3,13691,"Fayette"
24,2,1,1986,8,13690,"Fayette"
24,2,1,1987,5,13723,"Fayette"
24,2,1,1988,5,13734,"Fayette"
24,2,2,1968,0,377,"Fayette"
24,2,2,1969,0,384,"Fayette"
24,2,2,1970,0,386,"Fayette"
24,2,2,1971,0,380,"Fayette"
24,2,2,1972,0,387,"Fayette"
24,2,2,1973,1,378,"Fayette"
24,2,2,1974,1,380,"Fayette"
24,2,2,1975,0,391,"Fayette"
24,2,2,1976,0,384,"Fayette"
24,2,2,1977,0,382,"Fayette"
24,2,2,1978,0,391,"Fayette"
24,2,2,1979,0,396,"Fayette"
24,2,2,1980,0,397,"Fayette"
24,2,2,1981,0,400,"Fayette"
24,2,2,1982,0,397,"Fayette"
24,2,2,1983,0,412,"Fayette"
24,2,2,1984,0,420,"Fayette"
24,2,2,1985,0,424,"Fayette"
24,2,2,1986,0,434,"Fayette"
24,2,2,1987,1,433,"Fayette"
24,2,2,1988,0,437,"Fayette"
25,1,1,1968,167,344318,"Franklin"
25,1,1,1969,165,348006,"Franklin"
25,1,1,1970,181,351264,"Franklin"
25,1,1,1971,176,357983,"Franklin"
25,1,1,1972,200,359599,"Franklin"
25,1,1,1973,179,359886,"Franklin"
25,1,1,1974,187,360310,"Franklin"
25,1,1,1975,217,359789,"Franklin"
25,1,1,1976,199,359162,"Franklin"
25,1,1,1977,225,360659,"Franklin"
25,1,1,1978,203,359984,"Franklin"
25,1,1,1979,242,358538,"Franklin"
25,1,1,1980,236,352275,"Franklin"
25,1,1,1981,241,355179,"Franklin"
25,1,1,1982,279,355483,"Franklin"
25,1,1,1983,270,355471,"Franklin"
25,1,1,1984,254,358382,"Franklin"
25,1,1,1985,290,360427,"Franklin"
25,1,1,1986,263,364753,"Franklin"
25,1,1,1987,266,368596,"Franklin"
25,1,1,1988,292,372347,"Franklin"
25,1,2,1968,29,48830,"Franklin"
25,1,2,1969,33,50359,"Franklin"
25,1,2,1970,32,52561,"Franklin"
25,1,2,1971,30,54022,"Franklin"
25,1,2,1972,42,55448,"Franklin"
25,1,2,1973,26,56798,"Franklin"
25,1,2,1974,39,58236,"Franklin"
25,1,2,1975,35,59624,"Franklin"
25,1,2,1976,40,60802,"Franklin"
25,1,2,1977,46,62368,"Franklin"
25,1,2,1978,46,63788,"Franklin"
25,1,2,1979,57,65517,"Franklin"
25,1,2,1980,45,66369,"Franklin"
25,1,2,1981,44,68044,"Franklin"
25,1,2,1982,47,69559,"Franklin"
25,1,2,1983,54,70665,"Franklin"
25,1,2,1984,52,72078,"Franklin"
25,1,2,1985,75,73462,"Franklin"
25,1,2,1986,58,74991,"Franklin"
25,1,2,1987,52,76537,"Franklin"
25,1,2,1988,52,78273,"Franklin"
25,2,1,1968,45,367117,"Franklin"
25,2,1,1969,42,371548,"Franklin"
25,2,1,1970,53,374617,"Franklin"
25,2,1,1971,48,380821,"Franklin"
25,2,1,1972,50,381865,"Franklin"
25,2,1,1973,55,382219,"Franklin"
25,2,1,1974,65,382812,"Franklin"
25,2,1,1975,71,382749,"Franklin"
25,2,1,1976,84,382378,"Franklin"
25,2,1,1977,70,383555,"Franklin"
25,2,1,1978,92,383061,"Franklin"
25,2,1,1979,90,381932,"Franklin"
25,2,1,1980,102,376648,"Franklin"
25,2,1,1981,132,379523,"Franklin"
25,2,1,1982,109,380188,"Franklin"
25,2,1,1983,136,380804,"Franklin"
25,2,1,1984,115,383226,"Franklin"
25,2,1,1985,140,384913,"Franklin"
25,2,1,1986,164,389642,"Franklin"
25,2,1,1987,146,393610,"Franklin"
25,2,1,1988,172,397189,"Franklin"
25,2,2,1968,5,52981,"Franklin"
25,2,2,1969,12,54795,"Franklin"
25,2,2,1970,7,57102,"Franklin"
25,2,2,1971,8,58731,"Franklin"
25,2,2,1972,10,60271,"Franklin"
25,2,2,1973,7,61964,"Franklin"
25,2,2,1974,10,63478,"Franklin"
25,2,2,1975,5,65280,"Franklin"
25,2,2,1976,15,66624,"Franklin"
25,2,2,1977,9,68507,"Franklin"
25,2,2,1978,16,70228,"Franklin"
25,2,2,1979,13,72367,"Franklin"
25,2,2,1980,19,73505,"Franklin"
25,2,2,1981,14,75045,"Franklin"
25,2,2,1982,16,76472,"Franklin"
25,2,2,1983,18,77524,"Franklin"
25,2,2,1984,23,78732,"Franklin"
25,2,2,1985,19,79927,"Franklin"
25,2,2,1986,14,81604,"Franklin"
25,2,2,1987,24,83212,"Franklin"
25,2,2,1988,27,85008,"Franklin"
26,1,1,1968,4,15521,"Fulton"
26,1,1,1969,7,15785,"Fulton"
26,1,1,1970,4,16091,"Fulton"
26,1,1,1971,6,16532,"Fulton"
26,1,1,1972,10,17188,"Fulton"
26,1,1,1973,3,17204,"Fulton"
26,1,1,1974,4,17549,"Fulton"
26,1,1,1975,9,17508,"Fulton"
26,1,1,1976,8,17812,"Fulton"
26,1,1,1977,2,18113,"Fulton"
26,1,1,1978,10,18268,"Fulton"
26,1,1,1979,9,18415,"Fulton"
26,1,1,1980,8,18372,"Fulton"
26,1,1,1981,12,18441,"Fulton"
26,1,1,1982,5,18371,"Fulton"
26,1,1,1983,11,18355,"Fulton"
26,1,1,1984,13,18540,"Fulton"
26,1,1,1985,8,18625,"Fulton"
26,1,1,1986,3,18365,"Fulton"
26,1,1,1987,8,18569,"Fulton"
26,1,1,1988,8,18600,"Fulton"
26,1,2,1968,0,50,"Fulton"
26,1,2,1969,0,54,"Fulton"
26,1,2,1970,0,55,"Fulton"
26,1,2,1971,0,57,"Fulton"
26,1,2,1972,0,55,"Fulton"
26,1,2,1973,0,60,"Fulton"
26,1,2,1974,0,63,"Fulton"
26,1,2,1975,1,65,"Fulton"
26,1,2,1976,0,66,"Fulton"
26,1,2,1977,0,70,"Fulton"
26,1,2,1978,0,75,"Fulton"
26,1,2,1979,0,79,"Fulton"
26,1,2,1980,0,80,"Fulton"
26,1,2,1981,0,75,"Fulton"
26,1,2,1982,0,70,"Fulton"
26,1,2,1983,1,67,"Fulton"
26,1,2,1984,0,65,"Fulton"
26,1,2,1985,0,64,"Fulton"
26,1,2,1986,0,61,"Fulton"
26,1,2,1987,0,61,"Fulton"
26,1,2,1988,1,62,"Fulton"
26,2,1,1968,1,16358,"Fulton"
26,2,1,1969,0,16643,"Fulton"
26,2,1,1970,1,16909,"Fulton"
26,2,1,1971,0,17351,"Fulton"
26,2,1,1972,6,17961,"Fulton"
26,2,1,1973,2,17998,"Fulton"
26,2,1,1974,0,18305,"Fulton"
26,2,1,1975,4,18253,"Fulton"
26,2,1,1976,4,18561,"Fulton"
26,2,1,1977,0,18879,"Fulton"
26,2,1,1978,3,19080,"Fulton"
26,2,1,1979,3,19155,"Fulton"
26,2,1,1980,1,19151,"Fulton"
26,2,1,1981,3,19275,"Fulton"
26,2,1,1982,3,19224,"Fulton"
26,2,1,1983,4,19230,"Fulton"
26,2,1,1984,5,19432,"Fulton"
26,2,1,1985,1,19554,"Fulton"
26,2,1,1986,4,19277,"Fulton"
26,2,1,1987,8,19427,"Fulton"
26,2,1,1988,2,19444,"Fulton"
26,2,2,1968,0,47,"Fulton"
26,2,2,1969,0,46,"Fulton"
26,2,2,1970,0,53,"Fulton"
26,2,2,1971,0,48,"Fulton"
26,2,2,1972,0,52,"Fulton"
26,2,2,1973,0,56,"Fulton"
26,2,2,1974,0,62,"Fulton"
26,2,2,1975,0,63,"Fulton"
26,2,2,1976,0,64,"Fulton"
26,2,2,1977,0,69,"Fulton"
26,2,2,1978,0,70,"Fulton"
26,2,2,1979,0,72,"Fulton"
26,2,2,1980,0,73,"Fulton"
26,2,2,1981,0,66,"Fulton"
26,2,2,1982,0,60,"Fulton"
26,2,2,1983,0,61,"Fulton"
26,2,2,1984,0,62,"Fulton"
26,2,2,1985,0,61,"Fulton"
26,2,2,1986,0,58,"Fulton"
26,2,2,1987,0,64,"Fulton"
26,2,2,1988,0,65,"Fulton"
27,1,1,1968,3,11299,"Gallia"
27,1,1,1969,7,11613,"Gallia"
27,1,1,1970,9,11930,"Gallia"
27,1,1,1971,4,12378,"Gallia"
27,1,1,1972,4,12588,"Gallia"
27,1,1,1973,8,12768,"Gallia"
27,1,1,1974,12,12914,"Gallia"
27,1,1,1975,9,13676,"Gallia"
27,1,1,1976,10,13630,"Gallia"
27,1,1,1977,9,14309,"Gallia"
27,1,1,1978,13,14083,"Gallia"
27,1,1,1979,12,13972,"Gallia"
27,1,1,1980,12,14259,"Gallia"
27,1,1,1981,13,14284,"Gallia"
27,1,1,1982,7,14073,"Gallia"
27,1,1,1983,13,14090,"Gallia"
27,1,1,1984,7,14234,"Gallia"
27,1,1,1985,5,14221,"Gallia"
27,1,1,1986,11,14154,"Gallia"
27,1,1,1987,14,14318,"Gallia"
27,1,1,1988,19,14389,"Gallia"
27,1,2,1968,0,550,"Gallia"
27,1,2,1969,1,548,"Gallia"
27,1,2,1970,1,563,"Gallia"
27,1,2,1971,0,565,"Gallia"
27,1,2,1972,0,568,"Gallia"
27,1,2,1973,1,557,"Gallia"
27,1,2,1974,0,551,"Gallia"
27,1,2,1975,1,567,"Gallia"
27,1,2,1976,0,557,"Gallia"
27,1,2,1977,0,571,"Gallia"
27,1,2,1978,1,559,"Gallia"
27,1,2,1979,2,540,"Gallia"
27,1,2,1980,1,542,"Gallia"
27,1,2,1981,0,568,"Gallia"
27,1,2,1982,1,581,"Gallia"
27,1,2,1983,1,592,"Gallia"
27,1,2,1984,0,608,"Gallia"
27,1,2,1985,0,633,"Gallia"
27,1,2,1986,1,641,"Gallia"
27,1,2,1987,0,662,"Gallia"
27,1,2,1988,2,686,"Gallia"
27,2,1,1968,0,11696,"Gallia"
27,2,1,1969,2,12035,"Gallia"
27,2,1,1970,2,12309,"Gallia"
27,2,1,1971,1,12725,"Gallia"
27,2,1,1972,0,13034,"Gallia"
27,2,1,1973,2,13099,"Gallia"
27,2,1,1974,1,13282,"Gallia"
27,2,1,1975,3,14059,"Gallia"
27,2,1,1976,3,13977,"Gallia"
27,2,1,1977,3,14689,"Gallia"
27,2,1,1978,3,14518,"Gallia"
27,2,1,1979,6,14423,"Gallia"
27,2,1,1980,2,14702,"Gallia"
27,2,1,1981,4,14751,"Gallia"
27,2,1,1982,3,14525,"Gallia"
27,2,1,1983,1,14514,"Gallia"
27,2,1,1984,3,14601,"Gallia"
27,2,1,1985,1,14600,"Gallia"
27,2,1,1986,4,14496,"Gallia"
27,2,1,1987,5,14664,"Gallia"
27,2,1,1988,8,14710,"Gallia"
27,2,2,1968,0,557,"Gallia"
27,2,2,1969,0,550,"Gallia"
27,2,2,1970,1,569,"Gallia"
27,2,2,1971,0,547,"Gallia"
27,2,2,1972,0,551,"Gallia"
27,2,2,1973,0,531,"Gallia"
27,2,2,1974,0,535,"Gallia"
27,2,2,1975,0,551,"Gallia"
27,2,2,1976,0,545,"Gallia"
27,2,2,1977,0,561,"Gallia"
27,2,2,1978,0,552,"Gallia"
27,2,2,1979,0,529,"Gallia"
27,2,2,1980,0,548,"Gallia"
27,2,2,1981,0,561,"Gallia"
27,2,2,1982,1,570,"Gallia"
27,2,2,1983,0,587,"Gallia"
27,2,2,1984,0,605,"Gallia"
27,2,2,1985,0,612,"Gallia"
27,2,2,1986,0,627,"Gallia"
27,2,2,1987,0,650,"Gallia"
27,2,2,1988,0,665,"Gallia"
28,1,1,1968,4,30415,"Geauga"
28,1,1,1969,10,30515,"Geauga"
28,1,1,1970,16,30570,"Geauga"
28,1,1,1971,17,30852,"Geauga"
28,1,1,1972,8,31058,"Geauga"
28,1,1,1973,12,32256,"Geauga"
28,1,1,1974,8,32437,"Geauga"
28,1,1,1975,10,33304,"Geauga"
28,1,1,1976,12,33280,"Geauga"
28,1,1,1977,21,34480,"Geauga"
28,1,1,1978,11,35839,"Geauga"
28,1,1,1979,15,35978,"Geauga"
28,1,1,1980,17,36308,"Geauga"
28,1,1,1981,18,36438,"Geauga"
28,1,1,1982,27,36356,"Geauga"
28,1,1,1983,16,36229,"Geauga"
28,1,1,1984,13,36236,"Geauga"
28,1,1,1985,11,36370,"Geauga"
28,1,1,1986,24,37095,"Geauga"
28,1,1,1987,19,37375,"Geauga"
28,1,1,1988,17,37759,"Geauga"
28,1,2,1968,0,472,"Geauga"
28,1,2,1969,0,480,"Geauga"
28,1,2,1970,0,496,"Geauga"
28,1,2,1971,0,498,"Geauga"
28,1,2,1972,0,502,"Geauga"
28,1,2,1973,0,522,"Geauga"
28,1,2,1974,1,532,"Geauga"
28,1,2,1975,1,547,"Geauga"
28,1,2,1976,0,553,"Geauga"
28,1,2,1977,1,576,"Geauga"
28,1,2,1978,1,604,"Geauga"
28,1,2,1979,0,611,"Geauga"
28,1,2,1980,0,629,"Geauga"
28,1,2,1981,0,690,"Geauga"
28,1,2,1982,0,752,"Geauga"
28,1,2,1983,0,799,"Geauga"
28,1,2,1984,1,844,"Geauga"
28,1,2,1985,0,893,"Geauga"
28,1,2,1986,1,945,"Geauga"
28,1,2,1987,1,1004,"Geauga"
28,1,2,1988,1,1051,"Geauga"
28,2,1,1968,3,31131,"Geauga"
28,2,1,1969,3,31142,"Geauga"
28,2,1,1970,1,31087,"Geauga"
28,2,1,1971,0,31199,"Geauga"
28,2,1,1972,0,31302,"Geauga"
28,2,1,1973,4,32492,"Geauga"
28,2,1,1974,3,32591,"Geauga"
28,2,1,1975,3,33326,"Geauga"
28,2,1,1976,3,33440,"Geauga"
28,2,1,1977,2,34725,"Geauga"
28,2,1,1978,3,36148,"Geauga"
28,2,1,1979,5,36325,"Geauga"
28,2,1,1980,5,36660,"Geauga"
28,2,1,1981,11,36697,"Geauga"
28,2,1,1982,9,36671,"Geauga"
28,2,1,1983,9,36548,"Geauga"
28,2,1,1984,6,36563,"Geauga"
28,2,1,1985,9,36637,"Geauga"
28,2,1,1986,13,37368,"Geauga"
28,2,1,1987,8,37611,"Geauga"
28,2,1,1988,12,37973,"Geauga"
28,2,2,1968,0,496,"Geauga"
28,2,2,1969,0,508,"Geauga"
28,2,2,1970,0,518,"Geauga"
28,2,2,1971,0,515,"Geauga"
28,2,2,1972,0,522,"Geauga"
28,2,2,1973,0,534,"Geauga"
28,2,2,1974,0,545,"Geauga"
28,2,2,1975,0,555,"Geauga"
28,2,2,1976,0,565,"Geauga"
28,2,2,1977,0,592,"Geauga"
28,2,2,1978,0,619,"Geauga"
28,2,2,1979,0,624,"Geauga"
28,2,2,1980,0,645,"Geauga"
28,2,2,1981,0,701,"Geauga"
28,2,2,1982,0,759,"Geauga"
28,2,2,1983,0,803,"Geauga"
28,2,2,1984,0,842,"Geauga"
28,2,2,1985,0,878,"Geauga"
28,2,2,1986,0,940,"Geauga"
28,2,2,1987,0,989,"Geauga"
28,2,2,1988,0,1040,"Geauga"
29,1,1,1968,17,57863,"Greene"
29,1,1,1969,18,58120,"Greene"
29,1,1,1970,18,58390,"Greene"
29,1,1,1971,17,59227,"Greene"
29,1,1,1972,24,58617,"Greene"
29,1,1,1973,21,58837,"Greene"
29,1,1,1974,22,58459,"Greene"
29,1,1,1975,17,58339,"Greene"
29,1,1,1976,27,59162,"Greene"
29,1,1,1977,33,59134,"Greene"
29,1,1,1978,37,59399,"Greene"
29,1,1,1979,37,59507,"Greene"
29,1,1,1980,32,59087,"Greene"
29,1,1,1981,27,59099,"Greene"
29,1,1,1982,25,59001,"Greene"
29,1,1,1983,33,58440,"Greene"
29,1,1,1984,35,58122,"Greene"
29,1,1,1985,45,58501,"Greene"
29,1,1,1986,35,58795,"Greene"
29,1,1,1987,32,59394,"Greene"
29,1,1,1988,33,59692,"Greene"
29,1,2,1968,0,4062,"Greene"
29,1,2,1969,3,4131,"Greene"
29,1,2,1970,0,4225,"Greene"
29,1,2,1971,2,4335,"Greene"
29,1,2,1972,2,4344,"Greene"
29,1,2,1973,1,4449,"Greene"
29,1,2,1974,0,4489,"Greene"
29,1,2,1975,2,4569,"Greene"
29,1,2,1976,4,4722,"Greene"
29,1,2,1977,2,4753,"Greene"
29,1,2,1978,3,4871,"Greene"
29,1,2,1979,1,4989,"Greene"
29,1,2,1980,4,5049,"Greene"
29,1,2,1981,2,5174,"Greene"
29,1,2,1982,2,5320,"Greene"
29,1,2,1983,4,5359,"Greene"
29,1,2,1984,4,5390,"Greene"
29,1,2,1985,1,5589,"Greene"
29,1,2,1986,3,5763,"Greene"
29,1,2,1987,4,5922,"Greene"
29,1,2,1988,4,6047,"Greene"
29,2,1,1968,4,56677,"Greene"
29,2,1,1969,8,57326,"Greene"
29,2,1,1970,7,57665,"Greene"
29,2,1,1971,7,58715,"Greene"
29,2,1,1972,8,58210,"Greene"
29,2,1,1973,5,58640,"Greene"
29,2,1,1974,5,58278,"Greene"
29,2,1,1975,7,58168,"Greene"
29,2,1,1976,6,59272,"Greene"
29,2,1,1977,10,59754,"Greene"
29,2,1,1978,6,60063,"Greene"
29,2,1,1979,11,60219,"Greene"
29,2,1,1980,7,60113,"Greene"
29,2,1,1981,15,60403,"Greene"
29,2,1,1982,9,60599,"Greene"
29,2,1,1983,19,60281,"Greene"
29,2,1,1984,11,60011,"Greene"
29,2,1,1985,23,59916,"Greene"
29,2,1,1986,12,60160,"Greene"
29,2,1,1987,22,60834,"Greene"
29,2,1,1988,14,61060,"Greene"
29,2,2,1968,0,4328,"Greene"
29,2,2,1969,1,4410,"Greene"
29,2,2,1970,2,4507,"Greene"
29,2,2,1971,0,4569,"Greene"
29,2,2,1972,0,4587,"Greene"
29,2,2,1973,0,4675,"Greene"
29,2,2,1974,0,4639,"Greene"
29,2,2,1975,0,4691,"Greene"
29,2,2,1976,0,4819,"Greene"
29,2,2,1977,1,4911,"Greene"
29,2,2,1978,1,5012,"Greene"
29,2,2,1979,0,5076,"Greene"
29,2,2,1980,1,5172,"Greene"
29,2,2,1981,0,5239,"Greene"
29,2,2,1982,0,5327,"Greene"
29,2,2,1983,1,5332,"Greene"
29,2,2,1984,0,5364,"Greene"
29,2,2,1985,2,5439,"Greene"
29,2,2,1986,0,5610,"Greene"
29,2,2,1987,2,5774,"Greene"
29,2,2,1988,1,5892,"Greene"
30,1,1,1968,7,16767,"Guernsey"
30,1,1,1969,13,17294,"Guernsey"
30,1,1,1970,17,17869,"Guernsey"
30,1,1,1971,11,18519,"Guernsey"
30,1,1,1972,6,18668,"Guernsey"
30,1,1,1973,18,18785,"Guernsey"
30,1,1,1974,12,19027,"Guernsey"
30,1,1,1975,17,19057,"Guernsey"
30,1,1,1976,14,18956,"Guernsey"
30,1,1,1977,16,18888,"Guernsey"
30,1,1,1978,12,18989,"Guernsey"
30,1,1,1979,12,19274,"Guernsey"
30,1,1,1980,17,19682,"Guernsey"
30,1,1,1981,22,19637,"Guernsey"
30,1,1,1982,26,19434,"Guernsey"
30,1,1,1983,23,19249,"Guernsey"
30,1,1,1984,12,19125,"Guernsey"
30,1,1,1985,15,18774,"Guernsey"
30,1,1,1986,13,18310,"Guernsey"
30,1,1,1987,20,18263,"Guernsey"
30,1,1,1988,19,18037,"Guernsey"
30,1,2,1968,0,334,"Guernsey"
30,1,2,1969,0,352,"Guernsey"
30,1,2,1970,0,368,"Guernsey"
30,1,2,1971,1,383,"Guernsey"
30,1,2,1972,0,384,"Guernsey"
30,1,2,1973,0,387,"Guernsey"
30,1,2,1974,0,399,"Guernsey"
30,1,2,1975,0,402,"Guernsey"
30,1,2,1976,0,394,"Guernsey"
30,1,2,1977,0,390,"Guernsey"
30,1,2,1978,0,395,"Guernsey"
30,1,2,1979,1,408,"Guernsey"
30,1,2,1980,0,417,"Guernsey"
30,1,2,1981,0,441,"Guernsey"
30,1,2,1982,0,456,"Guernsey"
30,1,2,1983,1,477,"Guernsey"
30,1,2,1984,2,500,"Guernsey"
30,1,2,1985,3,520,"Guernsey"
30,1,2,1986,0,520,"Guernsey"
30,1,2,1987,0,543,"Guernsey"
30,1,2,1988,0,558,"Guernsey"
30,2,1,1968,4,18194,"Guernsey"
30,2,1,1969,2,18735,"Guernsey"
30,2,1,1970,2,19310,"Guernsey"
30,2,1,1971,5,20028,"Guernsey"
30,2,1,1972,8,20203,"Guernsey"
30,2,1,1973,3,20305,"Guernsey"
30,2,1,1974,3,20571,"Guernsey"
30,2,1,1975,2,20708,"Guernsey"
30,2,1,1976,6,20569,"Guernsey"
30,2,1,1977,4,20560,"Guernsey"
30,2,1,1978,8,20714,"Guernsey"
30,2,1,1979,4,20996,"Guernsey"
30,2,1,1980,5,21427,"Guernsey"
30,2,1,1981,2,21487,"Guernsey"
30,2,1,1982,5,21343,"Guernsey"
30,2,1,1983,8,21221,"Guernsey"
30,2,1,1984,5,21128,"Guernsey"
30,2,1,1985,4,20882,"Guernsey"
30,2,1,1986,5,20338,"Guernsey"
30,2,1,1987,13,20255,"Guernsey"
30,2,1,1988,7,19987,"Guernsey"
30,2,2,1968,0,369,"Guernsey"
30,2,2,1969,0,360,"Guernsey"
30,2,2,1970,0,379,"Guernsey"
30,2,2,1971,0,390,"Guernsey"
30,2,2,1972,0,387,"Guernsey"
30,2,2,1973,1,392,"Guernsey"
30,2,2,1974,0,387,"Guernsey"
30,2,2,1975,0,390,"Guernsey"
30,2,2,1976,0,385,"Guernsey"
30,2,2,1977,0,390,"Guernsey"
30,2,2,1978,0,386,"Guernsey"
30,2,2,1979,0,386,"Guernsey"
30,2,2,1980,0,409,"Guernsey"
30,2,2,1981,0,428,"Guernsey"
30,2,2,1982,0,450,"Guernsey"
30,2,2,1983,0,477,"Guernsey"
30,2,2,1984,0,493,"Guernsey"
30,2,2,1985,0,501,"Guernsey"
30,2,2,1986,0,504,"Guernsey"
30,2,2,1987,0,530,"Guernsey"
30,2,2,1988,1,550,"Guernsey"
31,1,1,1968,248,374673,"Hamilton"
31,1,1,1969,228,371666,"Hamilton"
31,1,1,1970,252,368071,"Hamilton"
31,1,1,1971,256,367757,"Hamilton"
31,1,1,1972,300,363008,"Hamilton"
31,1,1,1973,267,360971,"Hamilton"
31,1,1,1974,284,357138,"Hamilton"
31,1,1,1975,258,350181,"Hamilton"
31,1,1,1976,305,349511,"Hamilton"
31,1,1,1977,323,346160,"Hamilton"
31,1,1,1978,266,343064,"Hamilton"
31,1,1,1979,311,338871,"Hamilton"
31,1,1,1980,334,333138,"Hamilton"
31,1,1,1981,285,332098,"Hamilton"
31,1,1,1982,300,329635,"Hamilton"
31,1,1,1983,325,326355,"Hamilton"
31,1,1,1984,318,325986,"Hamilton"
31,1,1,1985,322,325245,"Hamilton"
31,1,1,1986,271,327544,"Hamilton"
31,1,1,1987,303,326958,"Hamilton"
31,1,1,1988,273,327061,"Hamilton"
31,1,2,1968,54,68744,"Hamilton"
31,1,2,1969,57,69150,"Hamilton"
31,1,2,1970,48,70624,"Hamilton"
31,1,2,1971,60,70706,"Hamilton"
31,1,2,1972,46,71029,"Hamilton"
31,1,2,1973,53,72086,"Hamilton"
31,1,2,1974,62,72618,"Hamilton"
31,1,2,1975,67,73073,"Hamilton"
31,1,2,1976,67,74543,"Hamilton"
31,1,2,1977,87,75580,"Hamilton"
31,1,2,1978,72,76866,"Hamilton"
31,1,2,1979,59,78464,"Hamilton"
31,1,2,1980,82,79220,"Hamilton"
31,1,2,1981,75,80344,"Hamilton"
31,1,2,1982,84,81459,"Hamilton"
31,1,2,1983,69,82308,"Hamilton"
